Timestamp,Account,Account.1,Amount Received,Amount Paid,Is Laundering,sender_entity_type,receiver_entity_type
13.0,4101.0,9318.0,151.63,151.63,1,business,individual
13.0,1657.0,18043.0,336.89,336.89,0,business,account
13.0,2267.0,18455.0,179.03,179.03,0,individual,individual
13.0,3004.0,5424.0,586.79,586.79,0,individual,account
13.0,397.0,9995.0,138.86,138.86,1,business,account
13.0,5112.0,8197.0,406.05,406.05,0,individual,individual
13.0,1975.0,18601.0,387.91,387.91,0,business,business
13.0,4416.0,16114.0,267.58,267.58,0,payment_institution,individual
13.0,2611.0,8386.0,290.47,290.47,0,business,individual
13.0,3711.0,19601.0,382.52,382.52,0,individual,individual
13.0,2481.0,16949.0,317.17,317.17,1,individual,individual
13.0,2234.0,15856.0,151.16,151.16,1,individual,payment_institution
13.0,5106.0,9443.0,515.67,515.67,0,individual,individual
13.0,5030.0,8113.0,473.82,473.82,0,individual,individual
13.0,4825.0,9187.0,501.05,501.05,0,individual,individual
13.0,2550.0,2978.0,324.39,324.39,0,business,individual
13.0,3821.0,2352.0,210.44,210.44,0,business,business
13.0,1759.0,19393.0,358.13,358.13,0,individual,business
13.0,3598.0,7829.0,150.66,150.66,0,individual,business
13.0,4940.0,2580.0,571.47,571.47,0,individual,business
13.0,4117.0,4818.0,120.77,120.77,0,individual,individual
13.0,4891.0,18836.0,517.29,517.29,0,individual,business
13.0,4596.0,9921.0,330.39,330.39,0,individual,individual
13.0,2569.0,11588.0,341.7,341.7,0,account,individual
13.0,581.0,8192.0,296.66,296.66,0,individual,individual
13.0,1193.0,9324.0,560.47,560.47,0,individual,individual
13.0,4538.0,16546.0,375.58,375.58,0,business,individual
13.0,4359.0,12816.0,143.28,143.28,0,business,individual
13.0,3987.0,7424.0,261.98,261.98,1,individual,business
13.0,1534.0,5778.0,120.02,120.02,0,account,payment_institution
13.0,1704.0,9921.0,349.0,349.0,0,account,individual
13.0,1090.0,18658.0,504.33,504.33,0,account,payment_institution
13.0,1210.0,18525.0,179.07,179.07,0,business,individual
13.0,1903.0,7381.0,269.05,269.05,0,individual,individual
13.0,2425.0,3488.0,224.89,224.89,0,payment_institution,individual
13.0,2347.0,15201.0,109.51,109.51,0,individual,business
13.0,5131.0,5857.0,525.36,525.36,0,individual,account
13.0,958.0,9444.0,547.98,547.98,0,individual,account
13.0,4463.0,417.0,339.01,339.01,0,individual,individual
13.0,3689.0,9861.0,370.92,370.92,0,business,account
13.0,1646.0,18658.0,288.27,288.27,0,account,account
13.0,3447.0,6322.0,110.04,110.04,0,account,individual
13.0,3771.0,1187.0,337.6,337.6,0,individual,account
13.0,1931.0,2592.0,366.7,366.7,0,individual,individual
13.0,1849.0,18320.0,305.1,305.1,0,individual,individual
13.0,3410.0,19905.0,198.52,198.52,0,individual,payment_institution
13.0,2773.0,9824.0,359.58,359.58,0,individual,business
13.0,521.0,9337.0,226.02,226.02,0,individual,business
13.0,318.0,19687.0,136.83,136.83,0,account,account
13.0,3467.0,19970.0,159.77,159.77,0,individual,individual
13.0,4723.0,19955.0,362.69,362.69,1,business,individual
13.0,1731.0,2807.0,204.86,204.86,0,individual,account
13.0,2420.0,18836.0,344.13,344.13,0,account,individual
13.0,4862.0,16128.0,584.33,584.33,0,individual,account
13.0,3229.0,5633.0,133.52,133.52,0,individual,individual
13.0,1186.0,19778.0,580.36,580.36,0,individual,account
13.0,3742.0,1138.0,290.63,290.63,0,individual,account
13.0,4329.0,18658.0,133.22,133.22,0,individual,individual
13.0,3739.0,4596.0,317.98,317.98,0,individual,individual
13.0,4364.0,16659.0,186.02,186.02,0,individual,payment_institution
13.0,5164.0,15811.0,505.02,505.02,0,business,account
13.0,4948.0,2896.0,549.69,549.69,0,business,business
13.0,2436.0,19978.0,326.67,326.67,0,individual,payment_institution
13.0,4854.0,18965.0,594.9,594.9,1,individual,business
13.0,4876.0,19538.0,484.42,484.42,0,account,business
13.0,4216.0,19810.0,138.19,138.19,1,business,business
13.0,3364.0,19973.0,179.33,179.33,0,individual,individual
13.0,2161.0,18130.0,161.89,161.89,0,individual,individual
13.0,4853.0,12594.0,589.71,589.71,0,individual,individual
13.0,3861.0,4596.0,347.58,347.58,0,individual,account
13.0,2980.0,19921.0,482.89,482.89,0,individual,individual
13.0,4521.0,8370.0,262.04,262.04,1,account,individual
13.0,4706.0,13985.0,211.69,211.69,0,business,individual
13.0,2044.0,16528.0,168.63,168.63,0,individual,business
13.0,2271.0,7076.0,158.25,158.25,0,individual,individual
13.0,3972.0,16640.0,395.95,395.95,0,individual,individual
13.0,2232.0,5056.0,121.02,121.02,0,business,business
13.0,4635.0,7441.0,369.38,369.38,0,individual,business
13.0,807.0,17312.0,534.97,534.97,0,individual,individual
13.0,3225.0,19684.0,187.0,187.0,0,individual,individual
13.0,4465.0,6962.0,226.27,226.27,1,individual,individual
13.0,3507.0,10977.0,178.53,178.53,0,business,individual
13.0,1559.0,9947.0,138.11,138.11,0,individual,individual
13.0,3180.0,19856.0,503.92,503.92,0,account,account
13.0,1220.0,19156.0,190.91,190.91,0,business,individual
13.0,1943.0,5475.0,315.75,315.75,0,business,individual
13.0,2157.0,5968.0,124.98,124.98,0,individual,business
13.0,4061.0,12272.0,159.3,159.3,0,account,account
13.0,146.0,12971.0,173.16,173.16,0,individual,individual
13.0,2188.0,9495.0,138.52,138.52,0,business,individual
13.0,4967.0,8449.0,500.77,500.77,0,business,individual
13.0,4343.0,15619.0,138.1,138.1,0,account,account
13.0,3531.0,11682.0,125.63,125.63,0,individual,account
13.0,5037.0,19945.0,505.35,505.35,0,individual,individual
13.0,579.0,6880.0,292.48,292.48,0,individual,individual
13.0,2624.0,7812.0,355.64,355.64,0,account,individual
13.0,4151.0,10818.0,110.15,110.15,0,individual,account
13.0,4447.0,2433.0,360.1,360.1,0,individual,business
13.0,4609.0,8737.0,378.39,378.39,0,individual,account
13.0,2935.0,4770.0,526.28,526.28,0,individual,individual
13.0,1516.0,18417.0,198.0,198.0,0,individual,account
13.0,2870.0,7573.0,553.89,553.89,0,business,individual
13.0,3863.0,5920.0,252.86,252.86,0,account,individual
13.0,3537.0,8802.0,161.3,161.3,0,business,individual
13.0,3657.0,5009.0,385.01,385.01,0,individual,individual
13.0,5043.0,14929.0,418.7,418.7,0,payment_institution,account
13.0,1295.0,12853.0,179.8,179.8,0,individual,individual
13.0,4408.0,19632.0,266.2,266.2,0,individual,business
13.0,2748.0,7286.0,324.98,324.98,0,individual,business
13.0,2898.0,19968.0,526.78,526.78,0,business,individual
13.0,1651.0,9843.0,239.27,239.27,0,individual,business
13.0,863.0,19922.0,407.66,407.66,0,individual,individual
13.0,2348.0,19990.0,185.25,185.25,0,business,individual
13.0,5061.0,17440.0,485.04,485.04,0,individual,individual
13.0,1421.0,13336.0,188.52,188.52,0,individual,individual
13.0,3395.0,12418.0,125.56,125.56,0,individual,individual
13.0,4136.0,15362.0,178.72,178.72,0,business,individual
13.0,3751.0,16993.0,322.11,322.11,0,individual,individual
13.0,4835.0,2400.0,530.57,530.57,0,business,individual
13.0,4708.0,6913.0,292.36,292.36,0,business,payment_institution
13.0,2890.0,14865.0,445.35,445.35,0,account,account
13.0,1487.0,3921.0,188.05,188.05,0,individual,individual
13.0,2375.0,9717.0,139.13,139.13,0,business,individual
13.0,1887.0,1299.0,233.55,233.55,0,individual,individual
13.0,4500.0,9921.0,246.33,246.33,0,account,payment_institution
13.0,1691.0,9889.0,399.2,399.2,0,individual,individual
13.0,2194.0,7157.0,199.88,199.88,0,account,individual
13.0,4060.0,13969.0,187.3,187.3,0,business,individual
13.0,3328.0,19970.0,181.11,181.11,0,payment_institution,individual
13.0,1327.0,17186.0,129.11,129.11,1,account,individual
13.0,1109.0,1634.0,480.83,480.83,0,individual,account
13.0,1196.0,4016.0,471.51,471.51,0,account,individual
13.0,1765.0,17480.0,297.04,297.04,0,individual,individual
13.0,2790.0,7861.0,385.16,385.16,0,individual,business
13.0,1800.0,9019.0,302.54,302.54,0,account,payment_institution
13.0,4857.0,12356.0,538.38,538.38,0,individual,individual
13.0,4460.0,9667.0,311.16,311.16,0,individual,account
13.0,872.0,9157.0,460.98,460.98,0,individual,business
13.0,3108.0,19491.0,418.77,418.77,0,account,individual
13.0,884.0,4897.0,412.48,412.48,0,account,account
13.0,5185.0,15137.0,583.65,583.65,0,individual,individual
13.0,2251.0,9718.0,138.53,138.53,1,business,business
13.0,3077.0,11980.0,463.22,463.22,0,payment_institution,individual
13.0,5187.0,8576.0,425.35,425.35,0,individual,individual
13.0,3741.0,19714.0,322.97,322.97,1,individual,individual
13.0,3755.0,7872.0,351.48,351.48,0,individual,individual
13.0,957.0,18903.0,404.14,404.14,0,individual,individual
13.0,5080.0,7330.0,551.72,551.72,0,individual,individual
13.0,3177.0,7105.0,445.35,445.35,1,individual,individual
13.0,1457.0,4785.0,100.7,100.7,0,individual,individual
13.0,1873.0,11701.0,311.98,311.98,0,individual,business
13.0,3375.0,19328.0,187.61,187.61,0,individual,individual
13.0,5002.0,12641.0,584.27,584.27,0,individual,payment_institution
13.0,2836.0,18722.0,430.5,430.5,0,account,individual
13.0,819.0,18965.0,561.95,561.95,1,business,business
13.0,5153.0,19777.0,569.55,569.55,0,individual,account
13.0,1522.0,35.0,148.66,148.66,0,business,business
13.0,2848.0,9025.0,427.36,427.36,0,business,individual
13.0,486.0,8705.0,283.13,283.13,0,business,individual
13.0,4462.0,8496.0,302.69,302.69,0,individual,account
13.0,2769.0,18707.0,221.32,221.32,1,individual,individual
13.0,3369.0,3041.0,151.91,151.91,0,account,individual
13.0,4323.0,9490.0,108.62,108.62,0,individual,account
13.0,1631.0,19888.0,392.23,392.23,0,individual,individual
13.0,4916.0,19700.0,400.6,400.6,0,individual,account
13.0,3355.0,18081.0,159.08,159.08,0,individual,individual
13.0,4724.0,8112.0,284.79,284.79,0,individual,individual
13.0,1856.0,9075.0,211.66,211.66,0,individual,individual
13.0,2475.0,19738.0,208.55,208.55,1,account,individual
13.0,2819.0,15188.0,569.92,569.92,0,individual,business
13.0,2992.0,5283.0,540.69,540.69,0,individual,individual
13.0,867.0,17329.0,488.23,488.23,0,individual,individual
13.0,5181.0,7700.0,426.14,426.14,0,business,individual
13.0,3040.0,12550.0,576.35,576.35,0,individual,individual
13.0,2033.0,7860.0,107.79,107.79,0,business,account
13.0,4838.0,16018.0,534.38,534.38,1,account,individual
13.0,4741.0,15408.0,241.5,241.5,0,individual,individual
13.0,1915.0,993.0,290.11,290.11,0,payment_institution,individual
13.0,160.0,9586.0,147.16,147.16,0,individual,account
13.0,4973.0,2785.0,438.94,438.94,0,individual,account
13.0,2496.0,9320.0,353.38,353.38,0,account,account
13.0,4861.0,9826.0,487.39,487.39,0,account,individual
13.0,446.0,19889.0,224.86,224.86,1,individual,individual
13.0,1346.0,8244.0,122.81,122.81,0,individual,individual
13.0,558.0,19330.0,281.73,281.73,0,payment_institution,individual
13.0,4494.0,18689.0,356.89,356.89,0,business,individual
13.0,773.0,16592.0,207.86,207.86,0,individual,individual
13.0,4021.0,12194.0,190.13,190.13,0,individual,individual
13.0,4901.0,2001.0,442.8,442.8,0,individual,business
13.0,1055.0,18803.0,415.57,415.57,0,payment_institution,business
13.0,2708.0,9809.0,283.77,283.77,0,individual,individual
13.0,625.0,19798.0,325.42,325.42,0,account,account
13.0,3434.0,14823.0,179.07,179.07,0,individual,account
13.0,3916.0,18533.0,281.48,281.48,1,business,business
13.0,1958.0,8688.0,365.26,365.26,0,business,individual
13.0,3495.0,7445.0,130.47,130.47,0,payment_institution,payment_institution
13.0,2801.0,2530.0,589.5,589.5,0,payment_institution,individual
13.0,3813.0,9363.0,244.3,244.3,0,individual,individual
13.0,2200.0,7602.0,197.83,197.83,0,individual,individual
13.0,3648.0,10240.0,220.78,220.78,0,business,account
13.0,4537.0,6880.0,282.55,282.55,0,account,business
13.0,4975.0,9778.0,443.48,443.48,0,individual,individual
13.0,4988.0,1777.0,481.29,481.29,0,business,payment_institution
13.0,1444.0,7942.0,139.32,139.32,0,individual,individual
13.0,4698.0,18528.0,214.58,214.58,0,business,individual
13.0,4349.0,19985.0,100.91,100.91,0,individual,account
14.0,3898.0,1636.0,347.23,347.23,0,individual,individual
14.0,1563.0,15748.0,158.27,158.27,0,account,individual
14.0,4613.0,14738.0,331.63,331.63,0,individual,individual
14.0,3854.0,9682.0,264.89,264.89,0,business,individual
14.0,4185.0,8344.0,140.39,140.39,1,individual,payment_institution
14.0,3387.0,5414.0,116.26,116.26,0,individual,individual
14.0,4248.0,4912.0,139.38,139.38,0,business,business
14.0,2831.0,19058.0,539.75,539.75,0,individual,individual
14.0,3293.0,9600.0,175.46,175.46,0,individual,individual
14.0,3142.0,19520.0,413.04,413.04,1,individual,individual
14.0,739.0,2585.0,205.77,205.77,0,individual,individual
14.0,2850.0,19585.0,497.91,497.91,1,individual,account
14.0,2983.0,7888.0,542.48,542.48,0,business,individual
14.0,2260.0,16629.0,189.91,189.91,0,payment_institution,account
14.0,5140.0,9701.0,556.39,556.39,0,individual,individual
14.0,4429.0,9696.0,315.14,315.14,1,business,individual
14.0,2172.0,9744.0,194.69,194.69,0,business,business
14.0,4891.0,15702.0,517.29,517.29,0,individual,account
14.0,5390.0,8592.0,137.77,137.77,0,individual,individual
14.0,5276.0,8880.0,186.47,186.47,0,business,account
14.0,4992.0,9952.0,534.8,534.8,0,individual,individual
14.0,3557.0,9713.0,137.85,137.85,0,individual,account
14.0,5477.0,7824.0,167.41,167.41,0,individual,business
14.0,3084.0,18832.0,461.94,461.94,0,individual,account
14.0,3083.0,13011.0,551.77,551.77,0,individual,individual
14.0,4458.0,18475.0,343.86,343.86,0,account,account
14.0,3067.0,18611.0,432.45,432.45,0,business,individual
14.0,5441.0,4116.0,128.35,128.35,0,individual,individual
14.0,4198.0,12067.0,197.99,197.99,0,account,account
14.0,4382.0,6916.0,118.55,118.55,1,individual,individual
14.0,4405.0,17461.0,390.73,390.73,0,individual,individual
14.0,3633.0,4953.0,286.42,286.42,0,individual,account
14.0,5495.0,12818.0,199.03,199.03,0,individual,individual
14.0,2275.0,17747.0,109.58,109.58,0,individual,individual
14.0,3102.0,9684.0,541.38,541.38,0,individual,individual
14.0,2693.0,9938.0,343.82,343.82,0,account,account
14.0,4841.0,3920.0,497.04,497.04,0,business,individual
14.0,273.0,4834.0,104.12,104.12,0,account,individual
14.0,3991.0,19395.0,324.57,324.57,0,individual,business
14.0,5041.0,6758.0,562.05,562.05,0,individual,business
14.0,3351.0,9874.0,195.94,195.94,0,payment_institution,individual
14.0,4262.0,17844.0,139.05,139.05,1,account,business
14.0,2379.0,2224.0,167.35,167.35,0,individual,individual
14.0,5580.0,19778.0,175.52,175.52,0,individual,individual
14.0,5007.0,12737.0,441.1,441.1,0,payment_institution,individual
14.0,4630.0,8643.0,216.0,216.0,0,individual,individual
14.0,5078.0,12928.0,577.05,577.05,0,individual,individual
14.0,1254.0,7616.0,199.99,199.99,0,individual,individual
14.0,968.0,3510.0,595.69,595.69,0,account,payment_institution
14.0,3183.0,18963.0,547.67,547.67,0,account,business
14.0,4873.0,4448.0,561.65,561.65,0,individual,individual
14.0,2829.0,17718.0,505.73,505.73,1,payment_institution,business
14.0,4879.0,7697.0,568.5,568.5,0,individual,individual
14.0,4952.0,17200.0,487.26,487.26,0,individual,account
14.0,2263.0,2362.0,122.04,122.04,0,individual,individual
14.0,2541.0,16487.0,380.64,380.64,0,individual,individual
14.0,1349.0,16798.0,135.69,135.69,0,business,business
14.0,3316.0,5538.0,199.99,199.99,0,individual,individual
14.0,2225.0,12884.0,147.97,147.97,0,individual,individual
14.0,2468.0,15424.0,259.77,259.77,0,business,account
14.0,1856.0,8580.0,211.66,211.66,0,individual,individual
14.0,2539.0,8486.0,247.38,247.38,1,individual,account
14.0,3844.0,9970.0,200.36,200.36,0,individual,account
14.0,2045.0,8625.0,181.28,181.28,0,business,account
14.0,2310.0,6619.0,112.62,112.62,0,individual,account
14.0,4657.0,19508.0,254.38,254.38,0,account,business
14.0,4331.0,18482.0,129.19,129.19,0,individual,account
14.0,2674.0,1314.0,204.19,204.19,0,individual,individual
14.0,3452.0,3200.0,159.69,159.69,0,individual,business
14.0,2741.0,3650.0,207.44,207.44,0,individual,account
14.0,2082.0,7508.0,170.33,170.33,0,individual,individual
14.0,4832.0,2576.0,562.7,562.7,0,business,individual
14.0,4162.0,7921.0,114.91,114.91,0,business,account
14.0,404.0,9830.0,301.36,301.36,0,business,business
14.0,1087.0,15456.0,465.61,465.61,0,individual,account
14.0,1797.0,3253.0,222.92,222.92,0,payment_institution,individual
14.0,4436.0,14016.0,276.38,276.38,0,individual,individual
14.0,4474.0,722.0,233.3,233.3,0,individual,account
14.0,432.0,19992.0,206.49,206.49,1,payment_institution,business
14.0,1909.0,8960.0,241.97,241.97,0,individual,business
14.0,4532.0,19777.0,294.55,294.55,0,payment_institution,individual
14.0,2277.0,6672.0,102.01,102.01,0,business,individual
14.0,5307.0,9584.0,198.58,198.58,0,individual,individual
14.0,5518.0,11831.0,134.82,134.82,0,individual,payment_institution
14.0,5075.0,15216.0,493.79,493.79,0,individual,individual
14.0,3380.0,18689.0,139.55,139.55,0,individual,individual
14.0,1062.0,9382.0,591.59,591.59,0,individual,account
14.0,4911.0,5904.0,529.8,529.8,0,individual,business
14.0,2281.0,9904.0,109.15,109.15,1,individual,business
14.0,4194.0,19991.0,185.92,185.92,0,individual,individual
14.0,4715.0,11472.0,270.29,270.29,0,individual,individual
14.0,2349.0,15235.0,171.57,171.57,0,individual,business
14.0,749.0,9523.0,372.0,372.0,0,individual,individual
14.0,4785.0,8640.0,359.01,359.01,0,individual,business
14.0,3886.0,17509.0,346.64,346.64,0,business,individual
14.0,4901.0,9733.0,442.8,442.8,0,individual,individual
14.0,2895.0,18817.0,450.67,450.67,0,business,individual
14.0,3735.0,6561.0,246.41,246.41,0,account,account
14.0,5511.0,7684.0,113.5,113.5,0,individual,individual
14.0,745.0,5147.0,240.32,240.32,0,individual,account
14.0,2124.0,18083.0,131.55,131.55,0,account,individual
14.0,4658.0,3297.0,331.86,331.86,0,individual,business
14.0,4102.0,7569.0,197.6,197.6,1,individual,individual
14.0,1896.0,2119.0,216.35,216.35,0,individual,payment_institution
14.0,3837.0,19913.0,365.82,365.82,0,individual,individual
14.0,5538.0,5666.0,127.27,127.27,0,individual,individual
14.0,1060.0,6288.0,561.35,561.35,0,individual,business
14.0,1523.0,11876.0,131.44,131.44,0,individual,individual
14.0,1714.0,19975.0,255.69,255.69,1,business,business
14.0,2203.0,15640.0,162.85,162.85,0,individual,business
14.0,3938.0,385.0,301.11,301.11,0,individual,individual
14.0,3821.0,9120.0,210.44,210.44,0,business,business
14.0,2125.0,8436.0,138.36,138.36,0,individual,individual
14.0,4801.0,4656.0,507.35,507.35,1,individual,individual
14.0,4601.0,4321.0,388.1,388.1,1,individual,individual
14.0,3871.0,7430.0,296.32,296.32,1,business,individual
14.0,3730.0,9586.0,301.16,301.16,0,business,individual
14.0,4483.0,18672.0,243.0,243.0,0,individual,business
14.0,3796.0,1760.0,280.27,280.27,0,payment_institution,business
14.0,1848.0,8805.0,350.77,350.77,0,individual,business
14.0,4624.0,16502.0,353.58,353.58,0,individual,individual
14.0,5106.0,9941.0,515.67,515.67,0,individual,business
14.0,5246.0,13600.0,169.22,169.22,1,account,payment_institution
14.0,266.0,19993.0,100.88,100.88,1,individual,individual
14.0,4269.0,9953.0,166.61,166.61,0,individual,individual
14.0,4053.0,19906.0,186.38,186.38,1,business,individual
14.0,5381.0,7122.0,136.58,136.58,0,business,account
14.0,2633.0,18966.0,233.13,233.13,0,account,individual
14.0,2339.0,19968.0,153.86,153.86,0,account,individual
14.0,4273.0,3568.0,164.0,164.0,0,business,account
14.0,4267.0,19842.0,130.66,130.66,1,individual,individual
14.0,4607.0,5906.0,352.41,352.41,0,individual,business
14.0,1965.0,19946.0,345.89,345.89,0,individual,individual
14.0,5279.0,18803.0,140.99,140.99,0,business,business
14.0,4876.0,18519.0,484.42,484.42,0,account,business
14.0,594.0,4690.0,335.64,335.64,0,individual,business
14.0,3942.0,3605.0,325.05,325.05,0,individual,individual
14.0,417.0,9994.0,211.11,211.11,1,business,individual
14.0,3074.0,4144.0,488.95,488.95,0,individual,business
14.0,1179.0,19747.0,553.51,553.51,0,individual,individual
14.0,3814.0,12148.0,236.61,236.61,0,account,account
14.0,18.0,11116.0,181.02,181.02,0,business,account
14.0,2090.0,7217.0,114.54,114.54,0,business,business
14.0,1126.0,9972.0,416.55,416.55,1,individual,individual
14.0,3108.0,6312.0,418.77,418.77,0,business,account
14.0,1554.0,13875.0,123.43,123.43,0,individual,account
14.0,3882.0,17523.0,240.58,240.58,0,individual,individual
14.0,1759.0,8787.0,358.13,358.13,0,account,individual
14.0,2794.0,19745.0,206.61,206.61,0,individual,account
14.0,1839.0,9412.0,246.19,246.19,0,business,individual
14.0,4143.0,10275.0,199.74,199.74,0,account,account
14.0,4881.0,16868.0,563.58,563.58,0,individual,payment_institution
14.0,5403.0,12448.0,170.21,170.21,1,individual,business
14.0,232.0,12144.0,128.0,128.0,0,account,payment_institution
14.0,2304.0,9216.0,197.41,197.41,0,individual,individual
14.0,2306.0,19815.0,187.03,187.03,0,individual,individual
14.0,5268.0,16256.0,175.91,175.91,0,individual,payment_institution
14.0,1246.0,18131.0,187.64,187.64,1,individual,account
14.0,3561.0,6680.0,196.13,196.13,0,individual,business
14.0,4645.0,5346.0,257.04,257.04,0,individual,business
14.0,3241.0,18576.0,181.25,181.25,0,individual,individual
14.0,251.0,18054.0,155.83,155.83,0,business,account
14.0,4384.0,9221.0,102.29,102.29,0,business,individual
14.0,1518.0,19982.0,156.58,156.58,0,business,individual
14.0,3868.0,19368.0,365.33,365.33,0,individual,individual
14.0,4284.0,2340.0,129.19,129.19,0,individual,payment_institution
14.0,3824.0,7280.0,266.48,266.48,0,business,individual
14.0,2701.0,19776.0,348.73,348.73,0,individual,account
14.0,3863.0,15968.0,252.86,252.86,0,individual,individual
14.0,5564.0,9939.0,134.1,134.1,1,business,individual
14.0,4128.0,11184.0,197.36,197.36,0,individual,individual
14.0,4140.0,8833.0,136.3,136.3,0,individual,payment_institution
14.0,1769.0,18579.0,311.55,311.55,0,individual,individual
14.0,5283.0,8256.0,170.92,170.92,0,individual,individual
14.0,2886.0,7378.0,599.15,599.15,0,individual,individual
14.0,5038.0,3314.0,559.6,559.6,0,account,individual
14.0,3653.0,11553.0,257.29,257.29,0,account,individual
14.0,2821.0,18626.0,416.14,416.14,0,individual,individual
14.0,2779.0,17056.0,211.97,211.97,0,individual,individual
14.0,4690.0,2412.0,359.82,359.82,0,individual,business
14.0,676.0,6866.0,233.64,233.64,0,payment_institution,individual
14.0,4790.0,7889.0,370.04,370.04,0,individual,business
14.0,3476.0,7985.0,167.03,167.03,0,individual,account
14.0,4804.0,5057.0,404.63,404.63,1,individual,individual
14.0,696.0,6862.0,246.8,246.8,1,business,individual
14.0,5433.0,19984.0,166.46,166.46,0,account,account
14.0,5544.0,9745.0,133.07,133.07,1,individual,individual
14.0,3911.0,1222.0,386.98,386.98,0,account,individual
14.0,5171.0,15745.0,450.89,450.89,0,individual,payment_institution
14.0,4843.0,19856.0,484.89,484.89,0,account,individual
14.0,5448.0,7936.0,123.09,123.09,0,individual,individual
14.0,107.0,16288.0,133.25,133.25,0,individual,individual
14.0,3921.0,19873.0,247.44,247.44,1,business,individual
14.0,4231.0,1008.0,175.44,175.44,0,account,individual
14.0,1641.0,787.0,326.7,326.7,0,individual,account
14.0,2412.0,9746.0,242.41,242.41,0,individual,individual
14.0,3439.0,16880.0,179.19,179.19,0,business,individual
14.0,1526.0,9312.0,131.71,131.71,0,individual,account
14.0,4308.0,9318.0,181.14,181.14,1,individual,account
14.0,4896.0,851.0,528.67,528.67,0,individual,individual
14.0,4348.0,5986.0,165.38,165.38,0,account,individual
14.0,5040.0,15971.0,536.33,536.33,0,individual,business
14.0,558.0,3413.0,281.73,281.73,0,individual,individual
14.0,2386.0,9108.0,188.75,188.75,0,individual,business
14.0,2710.0,17954.0,340.3,340.3,0,individual,individual
14.0,3318.0,2368.0,174.39,174.39,0,individual,individual
14.0,3262.0,13572.0,173.72,173.72,0,business,account
14.0,4033.0,15125.0,139.61,139.61,0,business,individual
14.0,3999.0,19956.0,262.72,262.72,1,individual,individual
14.0,4163.0,17408.0,132.47,132.47,0,individual,account
14.0,2257.0,4657.0,161.5,161.5,0,business,individual
14.0,4063.0,4688.0,110.47,110.47,0,individual,individual
14.0,5471.0,6546.0,137.3,137.3,0,account,individual
14.0,759.0,19331.0,361.79,361.79,0,business,individual
14.0,4648.0,4976.0,305.98,305.98,0,individual,individual
14.0,4425.0,16038.0,212.63,212.63,0,individual,individual
14.0,4079.0,6192.0,105.66,105.66,0,business,individual
14.0,4738.0,9984.0,358.41,358.41,0,account,account
14.0,2441.0,17656.0,344.94,344.94,0,individual,individual
14.0,4884.0,12372.0,401.41,401.41,1,individual,individual
14.0,2000.0,5396.0,120.86,120.86,0,business,business
14.0,5413.0,3952.0,110.52,110.52,0,individual,individual
14.0,3009.0,5264.0,556.5,556.5,0,account,individual
14.0,2908.0,4947.0,521.35,521.35,0,account,individual
14.0,5368.0,19970.0,174.99,174.99,0,business,business
14.0,3533.0,12512.0,136.63,136.63,0,individual,account
14.0,5088.0,8979.0,577.4,577.4,0,individual,individual
14.0,2792.0,13794.0,258.92,258.92,0,individual,individual
14.0,3049.0,14257.0,480.92,480.92,0,individual,business
14.0,1251.0,19861.0,100.55,100.55,0,payment_institution,individual
14.0,1604.0,708.0,285.89,285.89,0,payment_institution,individual
14.0,5569.0,4544.0,136.33,136.33,0,individual,business
14.0,5463.0,17361.0,148.71,148.71,0,individual,account
14.0,3792.0,8004.0,302.94,302.94,0,individual,individual
15.0,3455.0,8770.0,123.34,123.34,0,individual,payment_institution
15.0,5814.0,14772.0,372.16,372.16,0,individual,individual
15.0,3020.0,7010.0,579.15,579.15,0,individual,individual
15.0,3297.0,5891.0,188.46,188.46,0,business,individual
15.0,987.0,17377.0,472.64,472.64,0,business,individual
15.0,2062.0,4836.0,101.48,101.48,1,individual,business
15.0,2714.0,9782.0,328.67,328.67,0,payment_institution,individual
15.0,4518.0,528.0,220.22,220.22,0,account,individual
15.0,5385.0,9878.0,123.33,123.33,0,individual,individual
15.0,4003.0,9282.0,156.75,156.75,0,individual,individual
15.0,3286.0,19236.0,192.46,192.46,0,individual,business
15.0,5999.0,2273.0,253.16,253.16,0,individual,individual
15.0,1015.0,19923.0,521.01,521.01,1,business,individual
15.0,5739.0,9747.0,233.94,233.94,0,individual,individual
15.0,3582.0,6503.0,148.6,148.6,0,individual,account
15.0,746.0,3216.0,334.52,334.52,0,individual,account
15.0,5133.0,12288.0,507.6,507.6,0,individual,individual
15.0,4663.0,12320.0,211.05,211.05,0,individual,individual
15.0,5113.0,7794.0,507.7,507.7,0,account,individual
15.0,5694.0,16742.0,369.89,369.89,0,individual,individual
15.0,2000.0,9928.0,120.86,120.86,0,account,account
15.0,3149.0,18098.0,447.36,447.36,0,business,account
15.0,5952.0,14018.0,201.88,201.88,0,business,individual
15.0,1676.0,19540.0,350.32,350.32,0,payment_institution,business
15.0,695.0,19462.0,277.67,277.67,0,individual,individual
15.0,3593.0,1874.0,188.91,188.91,0,individual,business
15.0,4764.0,4321.0,270.47,270.47,1,business,individual
15.0,4515.0,10884.0,272.75,272.75,0,business,account
15.0,5179.0,16164.0,444.57,444.57,0,individual,individual
15.0,3666.0,2907.0,360.67,360.67,0,account,individual
15.0,5145.0,8996.0,555.38,555.38,0,account,individual
15.0,4084.0,6609.0,166.94,166.94,0,individual,individual
15.0,3539.0,7168.0,186.14,186.14,0,individual,individual
